Keyword,Id,CreatedAt,Country,Country_Code,State,RetweetedStatus,UsrFavouriteCount,Text,Lang,UsrName,UsrId,UsrLang,UsrLocation,UsrFollowersCount,UsrFriendsCount,UsrVerified,UsrCreatedAt,UsrDescription,UsrGeoEnabled,UsrStatuesCount,UsrTimeZone,UsrUtcOffset,Retweeted,Retweet_Cont
ZIKA,707600903784816641,Mar 09 2016 16:16:16,United States,US,Ohio,0,4453,'I just bought bug spray that is strong enough to eat through plastic so I will not be getting Zika in the dirty south',en,rachelcorinne,8966462,en,Cincinnati OH,3172,212,False,Sep 19 2007 05:06:21,,True,60560,Eastern Time (US & Canada),-18000,False,0
ZIKA,707608688899575808,Mar 09 2016 16:47:12,United States,US,Illinois,0,389,'@golf_com Zika virus?',lt,jjcorrado,34061797,en,chicago,346,1119,False,Apr 21 2009 22:07:09,Follow if you dare,True,16821,Central Time (US & Canada),-21600,False,0
ZIKA,707616340815781888,Mar 09 2016 17:17:37,United States,US,Connecticut,0,298,'Three Connecticut companies including Protein Sciences of Meriden are developing vaccines to combat Zika according to @ChrisMurphyCT',en,LutherTurmelle,72169722,en,Connecticut,3282,2832,False,Sep 07 2009 01:16:09,An awardwinning multimedia journalist at the New Haven Register and former Society of Professional Journalists national board member,True,17950,Central Time (US & Canada),-21600,False,0
ZIKA,707624658665934850,Mar 09 2016 17:50:40,United States,US,Puerto Rico,0,67,'@jayfonsecapr Zika Fears Prompt Feds to Ship Blood to Puerto Rico https//tco/opl0g18bSi via @nbcnews',en,lnrdesign2020,565584902,en,,23,192,False,Apr 28 2012 17:00:32,,True,2215,None,None,False,0
ZIKA,707624559546130432,Mar 09 2016 17:50:16,United States,US,Texas,0,684,'Two new #Zika cases confirmed in Tarrant Co 1st patient traveled to Puerto Rico 2nd to El Salvador per Tarrant Co Public Health',en,PlazaMedical,218948270,en,Forth Worth TX,1273,824,False,Nov 23 2010 15:05:12,Welcome to Plaza Medical Center of Fort Worth We are a 320bed facility offering comprehensive diagnostic and treatment services,True,2179,Pacific Time (US & Canada),-28800,False,0
ZIKA,707624344537714690,Mar 09 2016 17:49:25,United States,US,Massachusetts,0,828,"'@WHO finds ""sexual transmission of the (Zika) virus is more common than previously assumed” https//tco/m7dARQanGT'",en,TalkAboutSexEd,29044364,en,,1895,1740,False,Apr 05 2009 19:29:18,Don't ever stop talking about sex education The more we talk the healthier the world will be Ahhh you're welcome world All tweets are my own,True,5316,Eastern Time (US & Canada),-18000,False,0
ZIKA,707630820140253185,Mar 09 2016 18:15:09,United States,US,Oregon,0,337,'T6d til @WaltDisneyWorld I'm more worried about #antivaxer bringing measles or chickenpox than #Zika',en,kublagirl,13141242,en,Portland OR,121,126,False,Feb 06 2008 05:01:58,I love stroopwafels spicy food and my kids,True,3475,Eastern Time (US & Canada),-18000,False,0
ZIKA,707636808264380416,Mar 09 2016 18:38:57,United States,US,Illinois,0,21,'Covering #Zika has given @modrnhealthcr room to spread its wings says @aurorabr13 #PCCgo',en,JarrardInc,41655206,en,Nashville TN / Chicago IL,551,404,False,May 21 2009 19:18:29,We are the premier strategic communications and public affairs team for healthcare organizations experiencing times of change crisis or opportunity,True,1901,Central Time (US & Canada),-21600,False,0
ZIKA,707635066193776640,Mar 09 2016 18:32:01,United States,US,Florida,0,935,'JUST IN #Florida's first sexuallytransmitted case of the #Zika Virus reported in Polk County via @abcactionnews',en,deerodriguez,131584367,en,,1111,917,True,Apr 10 2010 18:23:54,Morning Assignment Editor for ABC Action News WFTS,True,10558,Quito,-18000,False,1
ZIKA,707641652211523584,Mar 09 2016 18:58:11,United States,US,Florida,0,204,'El Surgeon General de FL Dr John Armstrong en su reporte diario de #Zika para Marzo 9 2016 https//tco/U0f0VLfRo8',es,HealthyFla,296814488,en,Tallahassee FL,7212,1123,False,May 11 2011 13:04:24,Healthy conversations in the Sunshine State through public health resources & info Disclaimer https//tco/MzVc4gRKMa,True,7863,Eastern Time (US & Canada),-18000,False,0
ZIKA,707641622209675264,Mar 09 2016 18:58:04,United States,US,Florida,0,204,'#FL State Surgeon General Dr John Armstrong’s Daily #Zika Update for March 9 2016 https//tco/U0f0VLfRo8',en,HealthyFla,296814488,en,Tallahassee FL,7212,1123,False,May 11 2011 13:04:24,Healthy conversations in the Sunshine State through public health resources & info Disclaimer https//tco/MzVc4gRKMa,True,7863,Eastern Time (US & Canada),-18000,False,0
ZIKA,707640215054229505,Mar 09 2016 18:52:29,United States,US,Minnesota,0,26,'Blood from #Minnesota headed to Puerto Rico a country hit hard by #Zika Be a global hero #Donate today @MemorialBldCtrs @RedCrossBloodNC',en,HealthFair11,772183812,en,,259,245,False,Aug 21 2012 20:17:53,Health Fair 11 encourages you to make healthy lifestyle choices and to Know Your Numbers Health Fair 11 is a nonprofit org Sponsors KARE 11 UCare & HCMC,True,673,Central Time (US & Canada),-21600,False,1
ZIKA,707637233495482368,Mar 09 2016 18:40:38,United States,US,Florida,0,236,'#BREAKING Governor's office confirms Florida's first case of persontoperson Zika infection #WFTV',en,JNormanWFTV,218647820,en,Orlando FL,1748,1006,True,Nov 22 2010 22:15:07,@WFTV Reporter | @Mizzou Alumna | Believer that a little snark goes a long way | Fan of new words fun facts & good stories Got one? JanaiNorman@WFTVcom,True,5945,Eastern Time (US & Canada),-18000,False,1
ZIKA,707645916807696384,Mar 09 2016 19:15:08,United States,US,Arizona,0,0,'JUST IN First Florida case of Zika virus transmitted persontoperson reported in Polk County https//tco/YXjX5HujSA',en,PhoenixCP,56117318,en,Phoenix,2538,11,False,Jul 12 2009 15:40:42,Phoenix City And Press,True,151284,Mountain Time (US & Canada),-25200,False,0
ZIKA,707633811740237824,Mar 09 2016 18:27:02,United States,US,California,0,4,'I can't believe the Olympics weren't called off If a 01% of the 9 million people who go to Rio get Zika it will spread worldwide fast',en,Aloisius,14885927,en,San Francisco CA,1740,405,False,May 23 2008 20:09:51,Product Happy Technologist Big Data Enthusiast Entrepreneur & Good Sharer (Napster SNOCAP LinkedIn SeatMe Common Crawl),True,3037,Pacific Time (US & Canada),-28800,False,0
ZIKA,707633715976003584,Mar 09 2016 18:26:39,United States,US,Florida,0,1362,'Gov Scott requests #CDC to host conference call w #healthcare workers after learning of 1st persontoperson transmitted #Zika case in Fla',en,itsjimmieontv,38380338,en,South Florida,1163,2022,False,May 07 2009 05:52:44,Reporter @WPBF25News #NOLA native Xavier University of Louisiana alum #NABJ member RT's & opinions are my own,True,16400,Central Time (US & Canada),-21600,False,0
ZIKA,707650977617338368,Mar 09 2016 19:35:15,United States,US,Puerto Rico,0,34,'Continuamos respondiendo a las querellas de posibles puntos focales para el Zika Informa a través del 311 @AEMEAD1 https//tco/SR7f4rVyKB',es,OMMEADGuayama,2571918732,es,Guayama Puerto Rico,559,308,False,Jun 17 2014 01:05:23,Pagina Oficial de la Oficina Municipal para el Manejo de Emergencias y Administración de Desastres del Municipio Autónomo de Guayama Puerto Rico,True,918,Atlantic Time (Canada),-14400,False,0
ZIKA,707650280985337856,Mar 09 2016 19:32:29,United States,US,Florida,0,72,'#BREAKING #Florida gets its first case of sexually transmitted #Zika virus',en,WMFEHealthNerd,249950321,en,orlando,387,481,False,Feb 10 2011 03:14:42,Twitter handle of Abe Aboraya health care reporter for WMFE Orlando's NPR station Health Nerd blogger believer that Han shot first,True,503,Pacific Time (US & Canada),-28800,False,0
ZIKA,707647630336196610,Mar 09 2016 19:21:57,United States,US,Ohio,0,88,'zika audience for Hillary Google yeah it's transmitted by not using condoms correctly @SenSanders @billmaher https//tco/9CBGD93ouN',en,784578GGBATski,707256854448107520,en,,5,66,False,Mar 08 2016 17:29:09,Non of your business,True,190,None,None,False,0
ZIKA,707656467814465536,Mar 09 2016 19:57:04,United States,US,Washington,0,6,'@USAID has ability to #Predict &amp #Respond to disease outbreaks globally from #Ebola to #Zika @TheWCS',en,kelaylward,344810886,en,Washington DC,163,102,False,Jul 29 2011 16:35:42,Washington Office Director of the Bronx Zoobased Wildlife Conservation Society US Government Relations wildlife enthusiast New England Patriots fan parent,True,676,None,None,False,0
ZIKA,707656232165715968,Mar 09 2016 19:56:08,United States,US,Texas,0,29561,'live webcast feed for Texas task force on Zika March 9 @ 2pm #DSHS https//tco/V7CpNDPRU3',en,EntoMike,19425192,en,Austin Texas,1444,2334,False,Jan 24 2009 00:45:39,entomology beetles politics liberal art photography photojournalism natural history biodiversity conservation news energy oil & occasionally sports,True,17885,Central Time (US & Canada),-21600,False,0
ZIKA,707652940295708673,Mar 09 2016 19:43:03,United States,US,Ohio,0,98,'@businessinsider not only that but ZIKA virus too',en,784578GGBATski,707256854448107520,en,,5,66,False,Mar 08 2016 17:29:09,Non of your business,True,198,None,None,False,0
ZIKA,707661644894236672,Mar 09 2016 20:17:38,United States,US,Texas,0,1,'HHD to start Zika virus testing for Houston 17 surrounding counties https//tco/Y6z2Kik1aA',en,BLifeGalveston,2863354613,en,Galveston Texas,164,122,False,Nov 05 2014 22:21:37,Galveston BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/9L3q4eTr9q,True,12311,None,None,False,0
ZIKA,707663593970466816,Mar 09 2016 20:25:23,United States,US,Texas,0,1,'HHD to start Zika virus testing for Houston 17 surrounding counties https//tco/kjPKOqOQSL',en,BLifeMontgomery,2871399976,en,Montgomery Texas,171,122,False,Nov 10 2014 22:51:26,Montgomery BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/3y2JIW22oA,True,19423,None,None,False,0
ZIKA,707668743988637700,Mar 09 2016 20:45:51,United States,US,Texas,0,1,'HHD to start Zika virus testing for Houston 17 surrounding counties https//tco/qRwU8JAsOM',en,BLifeSugarLand,2875348629,en,Sugar Land/Fort Bend Texas,246,834,False,Nov 13 2014 17:42:08,Sugar Land BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/p3YFUurXRY,True,14633,None,None,False,0
ZIKA,707668562857472000,Mar 09 2016 20:45:07,United States,US,Florida,0,0,'First sexuallytransmitted Zika case confirmed in Florida https//tco/YLhAqVWTg0',en,MiamiCP,2553216440,en,Miami FL,695,12,False,Jun 07 2014 20:03:44,Breaking news and weather updates from Miami,True,67486,None,None,False,0
ZIKA,707672770956685312,Mar 09 2016 21:01:51,United States,US,Florida,0,1644,'#CDC warns of massive #Zika outbreak among pregnant women in #PuertoRico https//tco/3XQiLDpMFL https//tco/LN416DvSj5',en,IvanTaylorM,111659743,en,Houston Texas,2689,663,False,Feb 05 2010 18:25:39,Correspondent #TelemundoNews (national) based out of #Houston #Nicaraguan passionate about #news hobbies #weightlifting #scubadiving and #traveling,True,6206,Quito,-18000,False,0
ZIKA,707682132504674305,Mar 09 2016 21:39:03,United States,US,Puerto Rico,0,68,'@nestorduprey @FuegoCruzado810 ¿Será esto cierto? Zika Fears Prompt Feds to Ship Blood to Puerto Rico https//tco/opl0g1pMJQ via @nbcnews',und,lnrdesign2020,565584902,en,,23,194,False,Apr 28 2012 17:00:32,,True,2216,None,None,False,0
ZIKA,707681860747403266,Mar 09 2016 21:37:58,United States,US,Florida,0,1187,'Florida confirms state’s first case of Zika virus transmitted by sex https//tco/hUq8qWrmAq @sternshow',en,jeffseger,41845003,en,Delray Beach FL,1258,1860,False,May 22 2009 16:21:59,#SoFlorida Psalm 8611,True,20883,Eastern Time (US & Canada),-18000,False,0
ZIKA,707681272751992833,Mar 09 2016 21:35:38,United States,US,California,0,1538,'Your @nytimes read/watch of day @viaSimonRomero filtering huge topics (Zika/economy) through 1 family its newborn https//tco/348Jwd2OgS',en,JohnBranchNYT,33668650,en,San Francisco,8641,1510,True,Apr 20 2009 21:21:48,New York Times sports reporter Author of Boy On Ice The Life and Death of Derek Boogaard (Paperback October 2015) Instagram dabbler at same handle,True,11827,Pacific Time (US & Canada),-28800,False,0
ZIKA,707684156499570689,Mar 09 2016 21:47:05,United States,US,Puerto Rico,0,1457,'@NotiUno tanto el @JoseMSaldana51 como el ex secretario d salud Dr Lorenzo González entienden q es nec movilizar la Guardia Nacional x ZIKA',es,kikecruznotiuno,89076388,es,Puerto Rico,19591,545,False,Nov 11 2009 01:35:33,Me apasiona crear reacción a traves d la acción Análisis 630 @notiuno LV 5p7p Columna los martes @vocero Con B d Bruto Burro y RT no significa d acuerdo,True,19651,Eastern Time (US & Canada),-18000,False,3
ZIKA,707682441146699777,Mar 09 2016 21:40:16,United States,US,Arkansas,0,1759,'@CDCgov@WHOOlympics Brazil sel yrs agocheck homogeneity of Zika&ampexpected genetic drift natural outbreak crucialL',en,CokeSeitz,1355449140,en,ARKANSAS USA,192,1485,False,Apr 15 2013 22:12:53,PARTY OF ONE leader A theoreticnon registered Party dedicated to interdependent participatory democracy based upon individual thought&dedicated to research,True,25499,None,None,False,0
ZIKA,707691008780279808,Mar 09 2016 22:14:19,United States,US,Tennessee,0,564,'Pregnant women need protective clothing mosquito nets/ repellents in countries with #Zika https//tco/HbDEMyoJcs',en,BarbaraEbel,373006503,en,Tennessee,8106,8014,False,Sep 13 2011 20:34:48,Greetings! I'm a physician & author who sprinkles credible medicine in the background of my fiction & I've penned the Chester the Chesapeake series for kids,True,22060,Central Time (US & Canada),-21600,False,0
ZIKA,707687864176238593,Mar 09 2016 22:01:49,United States,US,Texas,0,4005,"'2014 it was Ebola &amp now it's ""Zika"" Idk man All these new viruses sound like some fire ass weed names'",en,prettyytokyo,394206598,en,,1762,812,False,Oct 19 2011 18:44:36,poet & yeah im pretty but you fuck w/ me I'll put yo balls in a blender •poetic unicorn• #CTWRadio #WavieGirl,True,83907,Central Time (US & Canada),-21600,False,1
ZIKA,707702417765359616,Mar 09 2016 22:59:39,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/pj8FRykDIP',en,JacintoCityBL,2864051157,en,Jacinto City Texas,145,122,False,Nov 06 2014 16:56:00,Jacinto City BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/cjj4LVwGRn,True,3937,None,None,False,0
ZIKA,707702163464658944,Mar 09 2016 22:58:38,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/GA8XolNzs5',en,BLifeTheHeights,2864015027,en,Houston Heights Texas,143,122,False,Nov 06 2014 16:04:44,Houston Heights BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/cBIXgO2Nba,True,7019,None,None,False,0
ZIKA,707701907612114944,Mar 09 2016 22:57:37,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/7zyeWhRhBu',en,FriendswoodBL,2863330414,en,Friendswood Texas,153,122,False,Nov 05 2014 21:38:16,Friendswood BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/cdtseKbAzD,True,8173,None,None,False,0
ZIKA,707701815484289024,Mar 09 2016 22:57:15,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/9Vl1cl47Lk',en,BLifeFresno,2862982661,en,Fresno Texas,142,122,False,Nov 05 2014 18:35:01,Fresno BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/xAWDIVXxPe,True,5232,None,None,False,0
ZIKA,707701726204338176,Mar 09 2016 22:56:54,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/PRMscIfSUD',en,EastHoustonBL,2853869194,en,Houston Texas,142,122,False,Oct 31 2014 21:29:14,East Houston BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/PfPRPZk0gr,True,7734,None,None,False,0
ZIKA,707701638711152641,Mar 09 2016 22:56:33,United States,US,Texas,0,2,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/8ZUZ82iw8u',en,BLifeDTHouston,2853826637,en,Houston Texas,152,122,False,Oct 31 2014 21:17:37,Downtown Houston BubbleLife features community news photos & events Share your business organization or personal news and events at https//tco/7SJDl7DDQn,True,10139,None,None,False,0
ZIKA,707701466652385281,Mar 09 2016 22:55:52,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/IPPkNu2tWp',en,BLifeDickinson,2883942865,en,Dickinson Texas,145,122,False,Oct 30 2014 21:40:01,Dickinson BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/EVouHeXfKH,True,6979,None,None,False,0
ZIKA,707701380262273024,Mar 09 2016 22:55:32,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/0Wqb2ErmvL',en,BLifeDeerPark,2883867506,en,Deer Park Texas,147,122,False,Oct 30 2014 21:17:30,Deer Park BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/ifm6Vh5z7r,True,6934,None,None,False,0
ZIKA,707701289942171650,Mar 09 2016 22:55:10,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/V0JFXMGMqZ',en,BLifeDayton,2852130051,en,Dayton Texas,142,122,False,Oct 30 2014 20:52:53,Dayton BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/zlHF3Al7Lh,True,6445,None,None,False,0
ZIKA,707701201069088768,Mar 09 2016 22:54:49,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/44Kup5GB4Z',en,BLifeCyFair,2851642834,en,CyFair Texas,144,122,False,Oct 30 2014 16:33:35,Cypress Fairbanks BubbleLife features community news photos & events Share your business organization or personal news and events at https//tco/4p5I87akPZ,True,6651,None,None,False,0
ZIKA,707700942418927616,Mar 09 2016 22:53:47,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/a0HDNIOxFZ',en,BLifeCloverleaf,2850522754,en,Cloverleaf Texas,142,122,False,Oct 29 2014 21:48:22,Cloverleaf BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/89IzZoZb35,True,7124,None,None,False,0
ZIKA,707700853847793665,Mar 09 2016 22:53:26,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/3FtfhIgMGy',en,BLifeCleveland,2850503692,en,Cleveland Texas,150,122,False,Oct 29 2014 21:40:16,Cleveland BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/Zieon3ydSg,True,3695,None,None,False,0
ZIKA,707700763854823424,Mar 09 2016 22:53:05,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/BAuvv81wYK',en,BLifeBriargrove,2850448228,en,Briargrove Houston Texas,139,121,False,Oct 29 2014 21:15:46,Briargrove BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/mimxY1AzxV,True,5438,None,None,False,0
ZIKA,707700676332281857,Mar 09 2016 22:52:44,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/FLPPzPk6sw',en,BLifeBellaire,2850435082,en,Bellaire Texas,165,252,False,Oct 29 2014 21:10:22,Bellaire BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/KUxgWllxYl,True,6346,None,None,False,0
ZIKA,707700589862453248,Mar 09 2016 22:52:23,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/eK0lhI2Wfx',en,BLifeBaytown,2850400817,en,Baytown Texas,149,122,False,Oct 29 2014 21:03:02,Baytown BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/Fmh4fe1Z0T,True,8030,None,None,False,0
ZIKA,707700498929999874,Mar 09 2016 22:52:02,United States,US,Texas,0,1,'HHD to Start Zika Virus Testing for Houston 17 Surrounding Counties https//tco/Es52YWkA2g',en,BLifeAngleton,2850410380,en,Angleton Texas,149,122,False,Oct 29 2014 20:47:22,Angleton BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/kZwIM8Xe7x,True,5526,None,None,False,0
ZIKA,707727146123452416,Mar 10 2016 00:37:55,United States,US,California,0,910,"'Day 16 That's a wrap on this rainysunnywindy""HOT""freezingzika/poison oakhellbusgator and… https//tco/oP9R9iT1lM'",en,JustQuinn,25419812,en,Seattle WA,422,962,False,Mar 20 2009 00:27:09,Insufferable creative type pomade enthusiast and HGTV groupie from the Pacific Northwest I like 90's R&B and being outside Art Director @rei,True,7493,Pacific Time (US & Canada),-28800,False,0
ZIKA,707726809786265600,Mar 10 2016 00:36:35,United States,US,Washington,0,403,'@BloodworksNW blood supply dips after shipments sent to help Zikahit Puerto Rico https//tco/zQvOZQOT9G via @seattletimes #seattle #news',en,GreenRubino,34433573,en,Seattle,1344,602,False,Apr 22 2009 23:00:58,We are a truly integrated marketing agency truly being the key differentiator Specialists in advertising web/interactive design/branding and PR,True,1137,Pacific Time (US & Canada),-28800,False,0
ZIKA,707765790834089984,Mar 10 2016 03:11:28,United States,US,Florida,0,2686,'Yo im tryna catch the zika virus whats good bitches',en,Codysadler2,2777255417,en,,180,196,False,Sep 20 2014 00:33:55,lethal,True,6665,None,None,False,0
ZIKA,707764056598433793,Mar 10 2016 03:04:35,United States,US,Louisiana,0,217,'Boy my ass on the lane with the zika virus😂😂😂 https//tco/k3TnHgQR7Y',en,Money_Mitch__,236583753,en,,1432,1085,False,Jan 10 2011 22:51:16,The Game Belongs To Me | Jet Life✈️ | FREE VINNIE ♣️ Sweet Jones Jr,True,25167,Central Time (US & Canada),-21600,False,0
ZIKA,707759888848576512,Mar 10 2016 02:48:01,United States,US,Georgia,0,2339,'Need a Zika expert ASAPcause I'm freakin out man',en,JillianAutumn,313367343,en,SC ✈️ ATL,670,1305,False,Jun 08 2011 15:05:38,I win You lose,True,20266,Central Time (US & Canada),-21600,False,0
ZIKA,707784651419455488,Mar 10 2016 04:26:25,United States,US,Utah,0,109,'#ZIKA or any VIRUS take a #VERYHOT shower Then sit in a HOT SEASALTY bath let it cool until you are #FREEZING Rest Repeat #HOTCOLDHOT',en,LegalEagle767,4768857828,en,,94,415,False,Jan 16 2016 15:09:15,Happily married Mama Bear Charitable Christian Constitutional Conservative Wannabe Scientist/Organic Chemist/Grammarian/Engineer/Doctor RUBIO Supporter!,True,1617,Pacific Time (US & Canada),-28800,False,0
ZIKA,707797653443239938,Mar 10 2016 05:18:05,United States,US,Virginia,0,7276,'Jacary is laughing at kids with Zika Like fucking weak',en,IndiaDesiri,381769461,en,United States,881,467,False,Sep 28 2011 22:23:49,I'm literally a princess treat me as such,True,82381,Hawaii,-36000,False,0
ZIKA,707800000655400961,Mar 10 2016 05:27:25,United States,US,California,0,14043,'@DeTieni BOA NOITE ZIKA DEUS TE BENDISSE ZIKA BOM DORMIR ZKIA CIAO BEJOSS ABBRACI ZIKA COM ESTAOU VOCE!!!!! https//tco/U0spOasvwG',pt,hahahaha1807,2872312454,en,,1591,3197,False,Oct 23 2014 00:52:07,Soy fan jenni rivera larry herndez y los inquietos del norte y los tigers del norte // member teamelisa SOY FAN DEL LOS RAIDERS corazon amo liliana gtethel,True,64105,None,None,False,0
ZIKA,707867500453765120,Mar 10 2016 09:55:38,United States,US,Georgia,0,4548,'Why men should fear Zika https//tco/dEkvnQAf8b',en,JoeWard5,329143270,en,Atlanta GA,429,508,False,Jul 04 2011 16:17:43,Gay Progressive Liberal Democrat Animal Rights Activist Nature Preservationist Environmental Planet Earth Defender Champion For The Greater Good,True,89180,Atlantic Time (Canada),-14400,False,0
ZIKA,707902639162433536,Mar 10 2016 12:15:16,United States,US,Texas,0,200,"'ATTENTION Roger Bezanis' ""Aerobics for the Mind"" IS ON! TODAY'S TOPICS? •MIXING MAKES DEATH •ZiKA vs POLITICS •MEDIA vs YOUR LIFE •MORE!!!'",en,RogerBezanis,81619592,en,Ventura California,438804,454558,False,Oct 11 2009 15:37:18,Whole Food Raw Foodism founder Diagnostic Face Reading and Health Expert Author Educator while not a doctor I help define the rules of health today Θ∞,True,102581,Pacific Time (US & Canada),-28800,False,0
ZIKA,707912174384111616,Mar 10 2016 12:53:09,United States,US,Texas,0,200,"'ZiKA is a memory as it did not make $$ ""The most interesting man in the world"" is being replaced with a younger man for the same reason'",en,RogerBezanis,81619592,en,Ventura California,438808,454555,False,Oct 11 2009 15:37:18,Whole Food Raw Foodism founder Diagnostic Face Reading and Health Expert Author Educator while not a doctor I help define the rules of health today Θ∞,True,102590,Pacific Time (US & Canada),-28800,False,0
ZIKA,707916927637843968,Mar 10 2016 13:12:02,United States,US,Texas,0,200,'What scares YOU least? Zika Hillary / Sanders Trump / Rubio A 6 year old w/ a Machine Gun ZiKA is the least scary!',en,RogerBezanis,81619592,en,Ventura California,438804,454554,False,Oct 11 2009 15:37:18,Whole Food Raw Foodism founder Diagnostic Face Reading and Health Expert Author Educator while not a doctor I help define the rules of health today Θ∞,True,102596,Pacific Time (US & Canada),-28800,False,0
ZIKA,707915065278767104,Mar 10 2016 13:04:38,United States,US,Puerto Rico,0,2441,'I have about 45 bug bites deffffinitely gonna get zika virus',en,gabygranitto,383897967,en,CT/RI,341,260,False,Oct 02 2011 18:20:08,,True,3515,Eastern Time (US & Canada),-18000,False,0
ZIKA,707921966641115136,Mar 10 2016 13:32:04,United States,US,Texas,0,200,'ZiKA has failed as Coffee is now Did they think telling us coffee was a health aid really would stick? Disease due to coffee is huge now',en,RogerBezanis,81619592,en,Ventura California,438805,454552,False,Oct 11 2009 15:37:18,Whole Food Raw Foodism founder Diagnostic Face Reading and Health Expert Author Educator while not a doctor I help define the rules of health today Θ∞,True,102603,Pacific Time (US & Canada),-28800,False,1
ZIKA,707921522170667008,Mar 10 2016 13:30:18,United States,US,Texas,0,200,'A failed marketing ploys ZiKA is a name picked to cause fear and a reaction of selling meds Ignore such tripe It has failed as Ebola did',en,RogerBezanis,81619592,en,Ventura California,438805,454552,False,Oct 11 2009 15:37:18,Whole Food Raw Foodism founder Diagnostic Face Reading and Health Expert Author Educator while not a doctor I help define the rules of health today Θ∞,True,102603,Pacific Time (US & Canada),-28800,False,2
ZIKA,707920982992785409,Mar 10 2016 13:28:09,United States,US,Indiana,0,1018,"'""Unless they’re pregnant or trying to get pregnant"" Zika not a risk for most on #SpringBreak https//tco/tupTtqWTrw via @MichaelReschke'",en,laurenslavin,20190391,en,Bloomington In,1000,216,False,Feb 05 2009 21:26:51,Health and social services reporter for @theheraldtimes @TowsonU '12 I'm the one in purple with the notebook Send story ideas to lslavin@heraldtcom,True,9748,Quito,-18000,False,0
ZIKA,707928236471283712,Mar 10 2016 13:56:58,United States,US,Tennessee,0,566,'Passport? Check Insect repellent? Check Condoms? Check Pack smart – avoid #Zika on #springbreak! https//tco/6JxQdKF6vC',en,BarbaraEbel,373006503,en,Tennessee,8113,8027,False,Sep 13 2011 20:34:48,Greetings! I'm a physician & author who sprinkles credible medicine in the background of my fiction & I've penned the Chester the Chesapeake series for kids,True,22080,Central Time (US & Canada),-21600,False,0
ZIKA,707936592229437444,Mar 10 2016 14:30:11,United States,US,Minnesota,0,734,"'Not as bad as I thought ""There has been no known local transmission of Zika"" https//tco/FeG65SAqpy'",en,tericee,12333902,en,Washington DC,1937,2220,False,Jan 16 2008 21:45:09,Connecting people & dots when I can Christian geek Chickasaw veteran Sigma Kappa slow marathoner FLL coach & Google #GlassExplorer Tweets are random,True,44303,Eastern Time (US & Canada),-18000,False,0
ZIKA,707943649506496512,Mar 10 2016 14:58:13,United States,US,Texas,0,1,'Ouch! Two new Zika cases confirmed in Tarrant County https//tco/7smwOY1Snr',en,FortWorthCP,64217534,en,Fort Worth TX,1941,6,False,Aug 09 2009 17:53:34,Breaking news and weather updates from Fort Worth,True,117152,Central Time (US & Canada),-21600,False,0
