Keyword,Id,CreatedAt,Country,Country_Code,Place,RetweetedStatus,UsrFavouriteCount,Text,Lang,UsrName,UsrId,UsrLang,UsrLocation,UsrFollowersCount,UsrFriendsCount,UsrVerified,UsrCreatedAt,UsrDescription,UsrGeoEnabled,UsrStatuesCount,UsrTimeZone,UsrUtcOffset,Retweeted,Retweet_Cont
ZIKA,707418259470082048,Mar 09 2016 04:10:30,Brasil,BR,Sao Paulo-Brazil,0,719,'Deve ser minha namorada colocando zika certeza!',pt,tathysk8,61405577,en,São Paulo,635,441,False,Jul 30 2009 05:52:38,As vezes faço o que quero e as vezes faço o que tenho que fazer,True,17694,Greenland,-10800,False,0
ZIKA,707417507301343232,Mar 09 2016 04:07:31,Colombia,CO,Bogotá-D.C.-Colombia,0,3635,'Feliz dìa del Zika @PaisaVlogs',es,AngieGarcia0404,3074802963,es,Bogotá,492,123,False,Mar 06 2015 13:47:18,PAISANAPAISAVLOGS FIN,True,15644,Pacific Time (US & Canada),-28800,False,0
ZIKA,707417458508849152,Mar 09 2016 04:07:19,México,MX,Tuxtla Gutiérrez-Chiapas,0,1810,'¿Aedes aegypti? Conoce cómo se comporta este mosquito transmisor del #Zika Infografía https//tco/8nT0Tgtrqj @fjavierpm73 @CuartoPoderMX',es,SSaludChiapas,1004461129,es,Tuxtla Gutiérrez Chiapas,3014,931,False,Dec 11 2012 17:11:57,Twitter oficial de la Secretaría de Salud del Gobierno de Chiapas,True,14209,Central Time (US & Canada),-21600,False,3
ZIKA,707417357958799362,Mar 09 2016 04:06:55,México,MX,Tuxtla Gutiérrez-Chiapas,0,1810,'Conversa en #familia sobre como prevenir el #Zika #JuntosVamosACuidarnos @fjavierpm73 @chiapas066 @infdigital1 https//tco/rmoQmrzEZ4',es,SSaludChiapas,1004461129,es,Tuxtla Gutiérrez Chiapas,3014,931,False,Dec 11 2012 17:11:57,Twitter oficial de la Secretaría de Salud del Gobierno de Chiapas,True,14209,Central Time (US & Canada),-21600,False,3
ZIKA,707417165914382336,Mar 09 2016 04:06:10,Brasil,BR,Belém-Brazil,0,36608,'flashback curou a dengue mas eyeline (nana solo) acabou com o zika e a xicungunha de uma só vez',pt,sadbeep,83024540,pt,conexão nortenordeste,395,278,False,Oct 17 2009 01:27:27,o único compromisso deste perfil é com a cantoria,True,200241,Brasilia,-10800,False,0
ZIKA,707415841701273600,Mar 09 2016 04:00:54,Brasil,BR,Praia Grande-Brasil,0,2224,'Meu primo é zika tem mt esquema ele falo q uma biz documentadinha ele me arruma 2k e meio e uma sem doc so p meter o loko 400 mango',pt,_CachorreraRX,104299050,pt,Praia Grande Litoral/ SP,502,450,False,Jan 12 2010 22:56:28,#PeideiEsai,True,23439,Brasilia,-10800,False,0
ZIKA,707424220700090369,Mar 09 2016 04:34:12,Brasil,BR,Guarulhos-Brasil,0,18560,'@civilwaxl Zika vírus?',und,heavenandhellen,262279753,pt,Guarulhos São Paulo,2367,606,False,Mar 07 2011 18:57:49,Love will remember me,True,84330,Brasilia,-10800,False,0
ZIKA,707430578338078721,Mar 09 2016 04:59:27,Brasil,BR,Rio de Janeiro-Brazil,0,287,'@mfilgueiras1 e é assim que se pega zika virus',pt,nalubqueiroz,71141024,en,Rio de Janeiro / Montreal,540,223,False,Sep 03 2009 01:53:07,@FluminenseFC @Bucks,True,42243,Santiago,-10800,False,0
ZIKA,707430424730017796,Mar 09 2016 04:58:51,Brasil,BR,Erechim-Brasil,0,2101,'Quem é Zika Vírus perto dessa doença Windows que atinge o mundo todo',pt,leoprozczinski,35028585,en,Erechim/RS,395,271,False,Apr 24 2009 20:24:33,https//tco/jlkMMCaL6D,True,21394,Brasilia,-10800,False,0
ZIKA,707429104174407680,Mar 09 2016 04:53:36,भारत,IN,New Delhi-India,0,2798,'Zika virus Sexual transmission 'more common than thought' https//tco/CcEj07dTRF',en,shiva1950,1640001703,en,New Delhi Delhi,55,447,False,Aug 02 2013 08:45:38,I am working as a member of Final War Against Corruption Aam Aadmi Party worker AAP Laxmi Nagar Mahila Aandolan Party (MAP) Delhi India,True,9170,New Delhi,19800,False,0
ZIKA,707434648276754432,Mar 09 2016 05:15:38,United States,US,Oregon-USA,0,19744,'#IfTrumpWins suddenly the Zika Virus doesn't seem so bad @midnight',en,ChubbahBubbah,164484695,en,corner of Mirth & Whimsy,2114,2212,False,Jul 09 2010 00:28:12,My Mom says I'm good lookingOtherwise I'm the cranky old man reminding you to stay out of my yard I don't follow Conservatives or Libertarianslife2short,True,22513,None,None,False,0
ZIKA,707434099720458240,Mar 09 2016 05:13:27,México,MX,Tlalpan-Distrito Federal,0,4,'Reportan nuevo caso de Zika en Chile https//tco/83CtN0w9DA https//tco/71oKJ8vJcR',es,AztecaNoticias,23377748,es,México,287678,234,True,Mar 09 2009 00:35:31,Ponte al día con nuestras noticias También puedes seguirnos en http//tco/qiZ2hIj2AL,True,169250,Mexico City,-21600,False,4
ZIKA,707433975497756673,Mar 09 2016 05:12:57,Nederland,NL,Heerlen-Nederland,0,355,'#Zika gevaarlijker dan gedacht / Zika more dangerous than thought https//tco/wV0aHqHHhk #ZikaVirus My opinionZika is created in a lab!!',nl,Aethonaia,2447038212,nl,,1569,1804,False,Apr 16 2014 11:32:54,Unfortunately the MSM has developed into a political operative If we cannot depend on journalistic ethics the nation's in troubleRT No Endorsement,True,39301,Amsterdam,3600,False,0
ZIKA,707440433757089793,Mar 09 2016 05:38:37,日本,JP,Takatsuki-shi-Osaka,0,11997,'Zika virus can cause paralyzing disorder – study https//tco/OmUr2OmK6y',en,bushi_jp,1307298884,ja,World news,41350,41129,False,Mar 27 2013 11:54:31,#ledership Afghanistan child support bodyguard Japan jAXAKarate six stages دعم الأطفال الأفغان RT international New York Daily News RT NO,True,153713,Tokyo,32400,False,0
ZIKA,707440423623598080,Mar 09 2016 05:38:35,Guatemala,GT,Guatemala,0,1231,"'Antes veíamos al zancudo con desdén por el ruidito Ahora le decimos ""don""zancudo no nos pique por favor jaja #Zika'",es,Pericadepalotes,70031305,es,,109,231,False,Aug 30 2009 02:54:01,Sobreviviendo en esta espectacular selva de la vida,True,4721,Mountain Time (US & Canada),-25200,False,0
ZIKA,707445097533722625,Mar 09 2016 05:57:09,United States,US,West Palm Beach-FL,0,1651,'@NiliMajumder @WHO WHO Advises Pregnant Women to Avoid Areas Where Zika Is Spreading https//tco/XJ6hNdvYke https//tco/LmGpVToglM',en,SilverCensus,51185319,en,Palm Beach Gardens,874,541,False,Jun 26 2009 19:16:01,http//tco/NNywyGsMfx The Premier Directory for Senior Living & Health Services offering free placement assistance and job recruitment,True,14982,Eastern Time (US & Canada),-18000,False,0
ZIKA,707450729359872001,Mar 09 2016 06:19:32,Brasil,BR,Curitiba-Brazil,0,595,'um mosquito me mordeu será q dou sorte de ter sido um aedes eegypti e pegar dengue zika chikungunya e morrer??????',pt,Lucas_albskes,250734746,pt,Curitiba Paraná,405,342,False,Feb 11 2011 18:01:46,Tô triste tô triste não tô feliz Queria que assim Deus tivesse piedade,True,47970,Santiago,-10800,False,0
ZIKA,707448556953665536,Mar 09 2016 06:10:54,South Africa,ZA,Johannesburg-South Africa,0,970,'#Zika 101 What you need to know about the virus [SLIDESHOW] https//tco/MUe5P0RRMX Via @Demelza_Bush @Bhekisisa_MG',en,SITHOLEEXPRESS,525676041,en,I sleep here,5974,1836,False,Mar 15 2012 19:29:15,Mail & Guardian Social Media Editor Brand Specialist BA Honours Social media has become a natural part of my life @ a personal as well as professional level,True,33917,Athens,7200,False,0
ZIKA,707453875817750534,Mar 09 2016 06:32:02,Nederland,NL,Heerlen-Nederland,0,355,'@Aethonaia So now you know This piece of #WHO (World #Health Organization) hyperfiction about #Zika about a new microcephaly outbreak 1/3',en,Aethonaia,2447038212,nl,,1569,1804,False,Apr 16 2014 11:32:54,Unfortunately the MSM has developed into a political operative If we cannot depend on journalistic ethics the nation's in troubleRT No Endorsement,True,39306,Amsterdam,3600,False,0
ZIKA,707452863329525760,Mar 09 2016 06:28:01,Nederland,NL,Heerlen-Nederland,0,355,'In 1993 #NoamChomsky delivered the #Zika secret (#microcephaly ) https//tco/e31obHdu5L #Zikavirus is a #hoax #Zika360 via @SeelischeLeere',en,Aethonaia,2447038212,nl,,1569,1804,False,Apr 16 2014 11:32:54,Unfortunately the MSM has developed into a political operative If we cannot depend on journalistic ethics the nation's in troubleRT No Endorsement,True,39306,Amsterdam,3600,False,0
ZIKA,707460001011523584,Mar 09 2016 06:56:22,日本,JP,Ogaki-shi-Gifu,0,937,"'""NÓIS É ZEUS MLK ZIKA""'",pt,MicaeLTKWD,2160184512,pt,日本,124,87,False,Oct 28 2013 04:44:30,AAAAAAAAHAHAHHAHAHAHAHA,True,3921,None,None,False,0
ZIKA,707459426404442112,Mar 09 2016 06:54:05,United States,US,Keller-TX,0,22225,"'@JulianSapp @NBCNightlyNews I do not know I DO know @DrFriedenCDC said in video here ""Uh we don't know how to stop Zika"" *&lt{] D'",en,gwendolbowling,106026948,en,iPhone 3292851797216814,393,981,False,Jan 18 2010 07:41:45,,True,37023,Central Time (US & Canada),-21600,False,0
ZIKA,707468580321935360,Mar 09 2016 07:30:28,United States,US,Georgia-USA,0,0,'explain to me why my grandaughter will have to pay as her world dies cause we only cared moneygod is zikano newborns humans die',en,powerwagon84,702319495444955136,en,,3,13,False,Feb 24 2016 02:29:51,,True,129,Pacific Time (US & Canada),-28800,False,0
ZIKA,707475756134301697,Mar 09 2016 07:58:59,Brasil,BR,Curitiba-Brazil,0,287,'Aí zika pega o controle pode ligar televisão você pode fica a vontade aqui na cama do patrão',pt,Isacristina__,611331761,pt,Curitiba,413,115,False,Jun 18 2012 03:00:53,Sorte a minha que a vida muda muita coisa o tempo cura!,True,19923,Brasilia,-10800,False,0
ZIKA,707472605238988800,Mar 09 2016 07:46:27,United Kingdom,GB,Stockport-England,0,19,'BBC News Zika virus Sexual transmission 'more common than thought' https//tco/zEuT4Ys4DK',en,drjoelpaul,311329754,en,Stockport England,14,75,False,Jun 05 2011 08:05:23,,True,47,None,None,False,0
ZIKA,707480499820699648,Mar 09 2016 08:17:50,United States,US,Los Angeles-CA,0,30897,'@AP @JillLawless @Gregory_P_Katz @hitalie WAS IT THE ZIKA VIRUS????!!!!!!!',en,TheRobotard8000,27559027,en,Los Angeles,2056,438,False,Mar 30 2009 01:58:45,The worst thing you've smelled in weeks!,True,54342,Pacific Time (US & Canada),-28800,False,0
ZIKA,707479405258473472,Mar 09 2016 08:13:29,United States,US,York-PA,0,295,'Zika virus https//tco/EoLI2bvi0t',lt,EnidGladys,2844545920,en,,47,305,False,Oct 26 2014 00:50:26,,True,23,None,None,False,0
ZIKA,707458283334926337,Mar 09 2016 06:49:33,France,FR,Saint-Aignan-des-Noyers-France,0,1990,'L’OMS déconseille aux femmes enceintes de se rendre dans les régions touchées par Zika https//tco/yDeJnN4j61 https//tco/uaxk1ibd5f',fr,ChrysteleFrange,2817274350,fr,SaintAignandesNoyers,1047,1081,False,Sep 18 2014 16:36:16,Retrouvez mes travaux sur @ThemeForest ! #WebDesign #Flat #Responsive ♥ #themeforest #envato,True,11664,Paris,3600,False,0
ZIKA,707484641595367424,Mar 09 2016 08:34:17,Schweiz,CH,Geneva-Switzerland,0,40,'@WHO releases its statement of the second #IHR Emergency Committee on #Zika virus Read https//tco/lLbsxiB6UB https//tco/dPUUyEQ08Y',en,PLMissionGeneva,538864040,en,Geneva,1671,258,False,Mar 28 2012 08:50:12,Permanent Mission of Poland to United Nations Office at Geneva,True,1308,Warsaw,3600,False,0
ZIKA,707482059673960448,Mar 09 2016 08:24:02,Costa Rica,CR,Heredia-Costa Rica,0,1900,'@maria208055 Más contagioso q el Zika',es,santiagoantero,61667005,en,Costa Rica,2414,2485,False,Jul 31 2009 02:25:22,Mulher Divino Luxo Veni Vidi Vici Hi Just a regular hard working guy There's no Luck There's Work The harder you Work the Luckier you Get!,True,85008,Central America,-21600,False,0
ZIKA,707482001411084289,Mar 09 2016 08:23:48,United States,US,Maryland-USA,0,1010,'@MLKstudios in Colombia no problems w ZIKA but in Brazil w use of larvacide from a company part of Monsanto did Microcephaly arise',en,Zomommey,18824003,en,Bumfuck nowhere,79,135,False,Jan 10 2009 02:18:21,wanted a platform to express myself where i didnt have to worry about getting in spats with ultra religous and/ or ultra conservative family members,True,2914,None,None,False,2
ZIKA,707481852190314496,Mar 09 2016 08:23:12,United States,US,Arlington-TX,0,15,'Prepare for zika virus during spring break https//tco/iJ03yDjhlo',en,BLifeArlington,1322875490,en,Arlington Texas,974,1607,False,Apr 02 2013 16:59:11,Arlington BubbleLife features community news photos and events Share your business organization or personal news and events at https//tco/bGTis0e6jp,True,51584,Central Time (US & Canada),-21600,False,0
ZIKA,707481499784880128,Mar 09 2016 08:21:48,United States,US,Maryland-USA,0,1010,'@MLKstudios did u notice how zika stopped being the top news story when it reveled in only in Brazil did zika cause microcephaly',en,Zomommey,18824003,en,Bumfuck nowhere,79,135,False,Jan 10 2009 02:18:21,wanted a platform to express myself where i didnt have to worry about getting in spats with ultra religous and/ or ultra conservative family members,True,2914,None,None,False,0
ZIKA,707489749976682496,Mar 09 2016 08:54:35,Schweiz,CH,Geneva-Switzerland,0,2587,'POLL Can you catch #ZikaVirus through sex? Find out more here https//tco/Bpwsd50GWq #Zika #commisaid',en,Federation,16025112,en,Geneva Switzerland,84353,1026,True,Aug 28 2008 10:00:58,International Federation of Red Cross and Red Crescent Societies the world's largest humanitarian network,True,11755,Bern,3600,False,1
ZIKA,707495759126650880,Mar 09 2016 09:18:28,Brasil,BR,Messias Targino-Brasil,0,307,'Se depender da educação e da acolhida do brasileiro o mosquito da zika chegou de mala e cuia https//tco/VzLvy9n9Vr',pt,PedroJalesMT,831520220,pt,Messias Targino Brasil,193,561,False,Sep 18 2012 17:33:00,Amo a família Gosto de boas amizades futebol ciclismo leitura e praia,True,4136,Brasilia,-10800,False,0
ZIKA,707495554914394112,Mar 09 2016 09:17:39,Schweiz,CH,Geneva-Switzerland,0,0,'Investigaciones apuntan a una relación entre el virus del #Zika con #malformaciones_fetales https//tco/al0BLCUFLb',es,swisslatin,44571236,es,Geneve Suisse,68,0,False,Jun 04 2009 07:57:33,Portal suizo sobre los organismos internacionales,True,1564,Bern,3600,False,0
ZIKA,707495307064561665,Mar 09 2016 09:16:40,Brasil,BR,Messias Targino-Brasil,0,307,'Bom dia gente do bem! Bom dia p você bípede falante que está defumando a casa com bosta de vaca p afastar o mosquito da zika',pt,PedroJalesMT,831520220,pt,Messias Targino Brasil,193,561,False,Sep 18 2012 17:33:00,Amo a família Gosto de boas amizades futebol ciclismo leitura e praia,True,4136,Brasilia,-10800,False,0
ZIKA,707500262320173056,Mar 09 2016 09:36:21,United Kingdom,GB,Aldie-Scotland,0,32708,'Is it possible to get the Zika virus from walking past a Lidl store?',en,Nicksb36,28089061,en,Pambansang Punong Rehiyon Rep,27716,16153,False,Apr 01 2009 11:31:19,Is this something you can share with the rest of us Amazing Larry?,True,49319,Casablanca,0,False,1
ZIKA,707500011907579904,Mar 09 2016 09:35:22,España,ES,A Coruña-Spain,0,1380,'@EFEnoticias me preocupa el alarmismo con el #Zika es cierto que hay que tener precaución pero no todas las zonas son un peligro potencial',es,ATANERCRIS,183758090,es,La Coruña,476,906,False,Aug 27 2010 20:43:10,#Nutricionista #Antropometrista #Nutriblogger #Blogger,True,1490,None,None,False,0
ZIKA,707499645325418497,Mar 09 2016 09:33:54,Brasil,BR,Fortaleza-Brazil,0,2241,'Olha o Zika Virus apareceu',pt,gashbeII,170732014,en,Fortaleza,276,121,False,Jul 25 2010 16:19:46,Canceriano com ascendente em Gêmeos ♡' ~ My Aquarius Prince @Isamu_Ozy ♡',True,99180,Brasilia,-10800,False,0
ZIKA,707497761621598208,Mar 09 2016 09:26:25,Polska,PL,Warsaw-Poland,0,16,'#Zika jest groźniejszy dla kobiet w ciąży niż przypuszczano szefowa #WHO Margaret Chan https//tco/y0RqDCxuWm https//tco/MmArlprYRX',pl,Pekuss,30700856,pl,Warszawa Mazowieckie,85,172,False,Apr 12 2009 19:04:56,Nauka w Rzeczpospolitej,True,825,Warsaw,3600,False,0
ZIKA,707506085071101952,Mar 09 2016 09:59:30,Paraguay,PY,Paraguay,0,189,'A las 1100 hs @msaludpy actualiza datos epidemiólogicos Dengue Zika y Chikungunya',es,wilmagaona,139494847,es,Paraguay,608,1260,False,May 02 2010 20:10:56,Periodista de @Unicanal Lic en Ciencias de la Comunicación Lema Con perseverancia alcanzarás tus metas,True,8984,Santiago,-10800,False,0
ZIKA,707502817955676160,Mar 09 2016 09:46:31,Brasil,BR,Mesquita-Brasil,0,1504,"'""Se estuda a possibilidade do Zika ser transmitido por urina"" Imaginei uma pessoa mijando na outra ""Pega Zika aí seu otario""'",pt,MrTeixeiraa,3086790906,pt,Mesquita Rio de Janeiro,201,96,False,Mar 15 2015 20:41:46,Welcome to my house,True,7518,Pacific Time (US & Canada),-28800,False,0
ZIKA,707502326748205056,Mar 09 2016 09:44:34,Brasil,BR,Teresina-Brazil,0,44,'Adolescente sofre infecção por zika na medula espinhal e fica sem andar Blogs Saúde (Compartilhado via CM Browser)',pt,ricardoridag1,2780789980,pt,TeresinaPiauí,427,816,False,Sep 23 2014 01:27:46,Amando a Deus procuro ser o mais feliz possível,True,9924,None,None,False,0
ZIKA,707510445612130304,Mar 09 2016 10:16:49,Venezuela,VE,Ciudad Guayana-Venezuela,0,10,'Advertencia mundial por el zika https//tco/6o1gk6S7Yj',es,jeanpieroruiz,96170044,es,,257,395,False,Dec 11 2009 17:37:44,,True,7127,Caracas,-16200,False,0
ZIKA,707510404713476096,Mar 09 2016 10:16:40,Brasil,BR,Parnamirim-Brasil,0,10,'Vírus Zika transmissão sexual é mais comum que se pensava https//tco/sstzZ4nTr9',pt,cidadedosal,80185767,pt,macau brasil/ RN,451,851,False,Oct 06 2009 01:53:09,leia sobre macau e região no blog http//tco/3dEH7reICb,True,2373,Hawaii,-36000,False,0
ZIKA,707515815596302336,Mar 09 2016 10:38:10,Brasil,BR,Brazil,0,1098,'vcs sabiam que o grupo que detectou o zika vírus no brasil está sofrendo por não ter verba? ou seja nem pra salvar vidas temos grana',pt,paramoredopop,315268102,pt,São Paulo São Paulo,2999,806,False,Jun 11 2011 15:47:07,fã da banda que a mídia insiste transformar em artista solo,True,138763,Santiago,-10800,False,0
ZIKA,707513953295986688,Mar 09 2016 10:30:46,España,ES,Alicante-Spain,0,11,'VIRUS ZIKA &gt&gt https//tco/kWFUxUUbeL',lt,luis8585,156657227,es,Alicante,1606,1384,False,Jun 17 2010 14:46:27,Persona honesta educada y simpática Particular Mis anuncios http//tco/C4SNyCRjC6,True,46600,Madrid,3600,False,0
ZIKA,707513502131429376,Mar 09 2016 10:28:58,Brasil,BR,Pelotas-Brasil,0,7440,'@karoumaiaa zika vírus Zan eu to com gripe',pt,KSCruz_,1289830976,pt,Pelostas Rio Grande Do Sul,1277,695,False,Mar 22 2013 22:38:43,Eu te amo pinga com você a vida é mais colorida,True,79421,Brasilia,-10800,False,1
ZIKA,707525830184935424,Mar 09 2016 11:17:57,Brasil,BR,Sao Paulo-Brazil,0,105241,'@valor_economico @thaismmoraes Fora Zika Dilma',und,palestra77,1663622202,pt,,2320,3476,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,89246,None,None,False,0
ZIKA,707525465100185600,Mar 09 2016 11:16:30,Italia,IT,Italy,0,1524,"'""""Zika virus Comics"" to Great Learning Informed by Facts!"" by @CimazaComics on @LinkedIn https//tco/0lEX8k5Djt https//tco/oPsS9TBDil'",en,CimazaComics,3288425003,en,Matera Basilicata,1638,4927,False,May 18 2015 13:56:27,PhD in Virology Cimaza Owner (a small co with an academic orientation that focuses on providing teaching methods by combining tools that are borrowed from Art,True,2567,None,None,False,0
ZIKA,707524931752476672,Mar 09 2016 11:14:23,Italia,IT,Italy,0,1524,"'""""Zika virus Comics"" to Great Learning Informed by Facts!"" by @CimazaComics on @LinkedIn https//tco/0lEX8k5Djt https//tco/0lg2ABlQsN'",en,CimazaComics,3288425003,en,Matera Basilicata,1638,4927,False,May 18 2015 13:56:27,PhD in Virology Cimaza Owner (a small co with an academic orientation that focuses on providing teaching methods by combining tools that are borrowed from Art,True,2567,None,None,False,0
ZIKA,707531105331761152,Mar 09 2016 11:38:55,Argentina,AR,Ciudad Autónoma de Buenos Aires-Argentina,0,1528,'Zika dengue = CABA+BsAs+Nación momento único para combatirlo de verdad Riachuelo limpio YA! @FelicindaCluney https//tco/8pV3LH1asv',es,elperrourbano,143138661,es,Argentina,3509,879,False,May 12 2010 18:00:14,Psicólogo Social columnista http//tco/E4GPYMxt83,True,54204,Buenos Aires,-10800,False,0
ZIKA,707530125622046721,Mar 09 2016 11:35:01,Brasil,BR,Sao Paulo-Brazil,0,105258,'@folha Fora Zika Dilma',und,palestra77,1663622202,pt,,2321,3476,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,89262,None,None,False,0
ZIKA,707529785262612481,Mar 09 2016 11:33:40,Brasil,BR,Sao Paulo-Brazil,0,105258,'@Estadao Fora Zika Dilma',und,palestra77,1663622202,pt,,2321,3476,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,89262,None,None,False,0
ZIKA,707529524033003522,Mar 09 2016 11:32:38,Brasil,BR,Sao Paulo-Brazil,0,105258,'@JornalOGlobo @prosapolitica Fora Zika Dilma',und,palestra77,1663622202,pt,,2321,3476,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,89262,None,None,False,0
ZIKA,707529314674278400,Mar 09 2016 11:31:48,Brasil,BR,Sao Paulo-Brazil,0,105258,'@prosapolitica Fora Zika Dilma',und,palestra77,1663622202,pt,,2321,3476,False,Aug 11 2013 23:08:15,THE BEST WE HAVE IN THE WORLD WOMAN PALMEIRAS,True,89262,None,None,False,0
ZIKA,707528788704415745,Mar 09 2016 11:29:43,Chile,CL,La Florida-Chile,0,195,'@TonkaTP si son capaces de crear un mosquito biológicamente modificado para combatir el zikatambién es posible creer que inventaron el vIH',es,samytwett,626979498,es,Recoleta Metropolitana de Santiago,27,118,False,Jul 05 2012 00:10:12,mi timides es destruida cuando conosco a alguien que me haga sentir en confianza,True,218,Atlantic Time (Canada),-14400,False,0
ZIKA,707528768273960961,Mar 09 2016 11:29:38,Brasil,BR,Sao Paulo-Brazil,0,4050,'@donafernanda atestado miga Pode ser zika esse negócio (Conjutivite é um dos sintomas) Eu tive h1n1 semana passada',pt,kkcamilla,15600362,pt,São Paulo,436,445,False,Jul 25 2008 16:48:18,eu rio da cara do perigo,True,20480,Brasilia,-10800,False,0
ZIKA,707528697478303745,Mar 09 2016 11:29:21,Chile,CL,Las Condes-Chile,0,3371,'No hay quien pueda con el Zika en estas condiciones de #Cuba Aunque haya fumigación El Zika llegó para quedarse https//tco/glLXs8jFTt',es,cristiancrespoj,3029062762,es,Ni de aqui ni de alla,13232,8890,False,Feb 10 2015 23:32:39,Disidente Cubano Inmigrante a media jornada Comencemos juntos este Viaje al Corazón de Cuba 100% Realidad Firmo y decido en https//tco/cUQYnZIhBy,True,5124,None,None,False,5
ZIKA,707528187018878976,Mar 09 2016 11:27:19,Brasil,BR,Juiz de Fora-Brasil,0,3959,'@fggjulia aah sim que legal ♡ veu soube que algumas atrações desistiram por causa do zika né?',pt,HalfBadass,840049344,pt,Juiz de Fora Brasil,478,1609,False,Sep 22 2012 16:36:19,☆ L O /\ E ☆ BESTFRIEND ☆ CANDY ☆,True,20194,Brasilia,-10800,False,0
ZIKA,707528107822080000,Mar 09 2016 11:27:00,Venezuela,VE,Venezuela,0,8,'El zika también puede provocar esta grave afección https//tco/QtivxUkhW4 #SISEC #INFORMACIÓN',es,Ayuda24Carrizal,334852674,es,Venezuela,7642,3640,False,Jul 13 2011 19:30:40,Cuenta oficial de Emergencia Carrizal (SISEC) 0800AYUDA24 Alcaldía de Carrizal Estado Miranda,True,138608,Caracas,-16200,False,1
ZIKA,707528038137925633,Mar 09 2016 11:26:44,Ireland,IE,Dublin City-Ireland,0,2627,'@mickconlan11 wants his family to see him make history in Rio but he's worried about Zika virus @IrishStarSport today',en,KCsixtyseven,205282903,en,Dublin via Donegal,6028,1652,True,Oct 20 2010 14:34:06,Chief Sports Writer Irish Daily Star https//tco/2xFW0b2N1P for articles From swerve of shore to bend of bay,True,23693,Amsterdam,3600,False,1
ZIKA,707535183063470080,Mar 09 2016 11:55:07,La Réunion,RE,Saint-Denis-La Réunion,0,1296,'Pr lutter contre le virus #ZIKA une société en #Thailande propose des pots d’échappement anti#moustiques https//tco/waitIjLSlN',fr,lequotidien,53315400,fr,île de la Réunion,6536,271,False,Jul 03 2009 06:34:24,L'actualité sur l'île de la Réunion et l'Océan Indien,True,6954,Baku,14400,False,2
ZIKA,707535051991490561,Mar 09 2016 11:54:36,Brasil,BR,Novo Oriente-Brasil,0,294,'Colocaram zika em mim só pode',pt,LuanaSouza_N,1570302864,pt,Novo OrienteCE,90,199,False,Jul 05 2013 11:36:30,Levo comigo somente o que me acrescenta,True,1405,None,None,False,0
ZIKA,707534664815128577,Mar 09 2016 11:53:04,United States,US,El Cinco-PR,0,5012,'#UPRcontraelZIKA Los investigadores de @rcmupr analizan el virus del #zika en PR con el director del @CDCgov https//tco/RM9AVnIcds',es,UPRInforma,121614910,en,Puerto Rico,13442,1632,False,Mar 10 2010 01:59:23,Twitter oficial de la Universidad de Puerto Rico,True,8541,Pacific Time (US & Canada),-28800,False,4
ZIKA,707533897266044929,Mar 09 2016 11:50:01,Brasil,BR,Armação dos Búzios-Brasil,0,2423,'Eu gosto muito de buzios ontem deu na tv que para combater a zika estao dando sementes que viram uma planta que atrai o predador do aids',pt,burnyourcosmos,198916502,en,búzios,577,206,False,Oct 05 2010 15:36:23,Bara as fuck PSN kochumochu,True,67828,Brasilia,-10800,False,0
ZIKA,707540492922261504,Mar 09 2016 12:16:13,Brasil,BR,Cuiabá-Brazil,0,10,'OMS ZIKA https//tco/lFnUKpjq5Q',lv,caldpolitico,51435825,pt,Brasil,1983,1970,False,Jun 27 2009 13:22:11,Informação e crítica política rompendo barreiras mesmo sob censura Há 10 anos de MT para o Brasil,True,134900,Brasilia,-10800,False,0
ZIKA,707544575062249472,Mar 09 2016 12:32:26,United States,US,Philadelphia-PA,0,336,'#SexuallyTransmitted #Zika more common than thought @WHO says https//tco/DmyYIuBnWE https//tco/TgiVKyBJCj',en,thephillyvoice,2557592940,en,Philadelphia,17432,1153,False,Jun 09 2014 21:58:12,Passionately Philly Your essential source for news sports and culture,True,23516,Pacific Time (US & Canada),-28800,False,2
ZIKA,707543691913793537,Mar 09 2016 12:28:56,Brasil,BR,Santa Cruz do Sul-Brasil,0,3460,'Monte de mosquito no 16 espero que nada de zika',pt,Gregory_reis,55071052,pt,RS,486,785,False,Jul 08 2009 23:39:52,Um futuro jornalista não jornaleiro colorado apreciador do bom esporte cinema e series integrante do @pelladeiros e youtuber se inscreva no meu canal,True,63970,Brasilia,-10800,False,0
ZIKA,707542709020393472,Mar 09 2016 12:25:01,Paraguay,PY,Asuncion-Paraguay,0,604,'Combate el DENGUEZIKA Y CHIKUNGUNYA y descansa tranquilo Date un aire de tranquilidad en tu… https//tco/mCEXcNMsYW',es,guscabrerard,551911341,es,Capiata Paraguay,122,360,False,Apr 12 2012 12:46:19,Seguidor de Jesucristonuestro único salvador Soldado del ejército de Dios Sueño con un PARAGUAY justo!!Paraguayo de verdad,True,4974,Atlantic Time (Canada),-14400,False,0
